"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","1","QoECollector","buffering tracking","","","","records a buffering event and accumulates duration","A start/end pair must produce exactly one buffering event and add the elapsed seconds to totalBufferingTime."
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","0","QoECollector","bitrate tracking","","","","does not count as a switch when the bitrate stays the same","Receiving the same bitrate value twice must not increment the switch counter."
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","1","DEMO_SCENARIO_LABELS","","","","","all labels are non-empty strings","Each label value must be a non-empty string suitable for display in a UI."
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","1","QoECollector","getTimeToFirstFrameMs","","","","returns null when only markPlaybackRequested has been called","Without a first-frame mark there is no end time, so TTFF must remain null even after the request is marked."
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","1","QoECollector","initial state","","","","starts with zero bitrate switches and null lastBitrate","No bitrate switches must be recorded until the first bitrateChange event fires."
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","1","CATALOG","","","","","every row contains at least one video","Rendering an empty row would produce a blank carousel — every row must have ≥ 1 video."
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","3","parseDemoScenario","","","","","accepts every known scenario id","Every id in DEMO_SCENARIO_IDS must round-trip through parseDemoScenario unchanged."
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","0","QoECollector","bitrate tracking","","","","counts multiple switches correctly","The switch counter must accurately reflect the number of quality-level transitions across the session."
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","1","QoECollector","getTimeToFirstFrameMs","","","","returns null when only markFirstFrameRendered has been called","Without a playback-request mark there is no start time, so TTFF must remain null even after the first frame is marked."
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","0","findVideo","","","","","returns undefined for an empty string","An empty string is not a valid video id and must return undefined."
"passed","Mon Jun 22 01:49:16 UTC 2026","Mon Jun 22 01:49:16 UTC 2026","1","registerQoeDemoBridge","","","","","overrides a previously registered bridge","A second call to registerQoeDemoBridge must replace the previous bridge so hot-reloads pick up the latest instance."
